DATE,STATION,fire_risk_score
2023-05-31,USW00024257,0.83675575
2023-06-24,USW00024257,0.83671594
2023-06-03,USW00093193,0.8358813
2023-08-11,USW00024257,0.83585924
2023-10-25,USW00093193,0.835841
2023-07-18,USW00024257,0.8354857
2023-11-24,USW00023185,0.8354437
2023-04-09,USW00023157,0.8354197
2023-09-10,USW00023155,0.83540803
2021-11-24,USW00093193,0.8353533
2023-07-09,USW00023157,0.8351096
2023-05-05,USW00024257,0.83499545
2023-08-12,USW00023185,0.8347643
2023-02-03,USW00023157,0.83446664
2023-05-20,USW00023157,0.83434355
2023-10-14,USW00024257,0.83411336
2023-06-08,USW00093193,0.8334786
2023-03-24,USW00023157,0.8333359
2023-08-06,USW00023185,0.83326113
2023-05-11,USW00024257,0.8327838
2023-10-30,USW00093193,0.8327793
2023-08-24,USW00023185,0.83271694
2023-07-13,USW00023157,0.83262724
2023-03-13,USW00093193,0.8323374
2023-07-08,USW00024257,0.8318378
2023-01-21,USW00023157,0.83183616
2023-04-06,USW00093193,0.83174425
2023-01-21,USW00023155,0.8316688
2023-02-12,USW00023155,0.83157223
2023-06-24,USW00023155,0.8314415
2023-09-18,USW00024257,0.8312675
2023-12-01,USW00023155,0.8310946
2023-06-16,USW00023157,0.83098054
2023-10-15,USW00023185,0.8308269
2023-12-05,USW00023155,0.8306912
2023-04-18,USW00024257,0.8305609
2023-06-14,USW00024257,0.8301074
2023-10-06,USW00023157,0.8296872
2023-04-19,USW00024257,0.82917726
2023-10-08,USW00023155,0.8290739
2023-05-29,USW00023157,0.8290567
2023-02-03,USW00023155,0.82893014
2021-09-29,USW00023185,0.8284072
2023-08-05,USW00023155,0.82822025
2023-05-06,USW00093193,0.8281954
2023-04-01,USW00023155,0.8281339
2023-03-23,USW00023155,0.82810855
2023-09-11,USW00023157,0.8280733
2023-05-17,USW00023155,0.82787794
2023-07-18,USW00023155,0.8278195
2023-05-09,USW00023185,0.82776093
2023-12-17,USW00023155,0.82737404
2023-04-06,USW00023157,0.8271611
2023-01-13,USW00023155,0.82667595
2022-09-20,USW00023155,0.8266097
2023-07-16,USW00023155,0.8266096
2023-04-17,USW00024257,0.8265451
2020-08-12,USW00024257,0.8264171
2021-03-12,USW00023157,0.82638013
2023-12-11,USW00023155,0.82631886
2023-06-11,USW00093193,0.82615167
2023-07-29,USW00023157,0.82555354
2023-07-05,USW00023185,0.8251136
2023-08-21,USW00093193,0.82495
2023-09-08,USW00023185,0.82490903
2022-04-17,USW00093193,0.8247717
2023-07-21,USW00023155,0.8247139
2023-03-26,USW00024257,0.8246395
2023-02-27,USW00023185,0.82422906
2023-02-04,USW00023157,0.824117
2023-03-06,USW00023155,0.8241001
2023-07-04,USW00023185,0.8240304
2023-06-24,USW00023157,0.82397145
2023-01-24,USW00024257,0.82364815
2023-06-06,USW00093193,0.8236112
2023-02-04,USW00093193,0.8234698
2020-06-17,USW00093193,0.82327175
2023-02-26,USW00023155,0.8232043
2023-07-19,USW00023155,0.82320386
2023-03-15,USW00023155,0.82307607
2023-06-17,USW00024257,0.8230588
2023-01-06,USW00023185,0.8225815
2023-06-22,USW00023155,0.8224091
2023-10-18,USW00023185,0.8219251
2023-03-23,USW00023157,0.82173026
2023-07-10,USW00024257,0.82162136
2023-06-11,USW00024257,0.82102597
2023-10-12,USW00024257,0.8209664
2023-09-29,USW00023155,0.82074404
2023-02-14,USW00023155,0.8205358
2023-09-23,USW00023185,0.82041574
2023-03-05,USW00023155,0.82034117
2023-01-30,USW00093193,0.8196999
2023-12-28,USW00023185,0.8195664
2023-06-25,USW00024257,0.8194304
2023-07-26,USW00023157,0.8192677
2023-08-28,USW00023157,0.81915945
2023-05-09,USW00023157,0.81892884
2023-02-09,USW00023185,0.81859136
2023-09-25,USW00093193,0.8185865
2023-06-05,USW00093193,0.8184749
2023-09-26,USW00093193,0.81830275
2023-05-17,USW00093193,0.81806755
2022-07-08,USW00024257,0.8180489
2023-11-25,USW00023157,0.8178126
2023-03-04,USW00093193,0.81753755
2023-02-15,USW00024257,0.81751466
2023-01-01,USW00024213,0.817494
2023-09-23,USW00024257,0.81713736
2023-06-04,USW00023155,0.81707996
2023-09-06,USW00023157,0.8169624
2023-11-21,USW00023155,0.8167492
2023-10-31,USW00024257,0.8166198
2023-12-09,USW00093193,0.81629777
2023-08-16,USW00023185,0.81628656
2023-05-09,USW00024257,0.8161647
2023-07-24,USW00024257,0.8158568
2022-09-11,USW00023185,0.8155224
2023-07-03,USW00023157,0.81546986
2023-02-22,USW00023155,0.81546813
2023-03-28,USW00023157,0.8151444
2023-03-24,USW00023185,0.8145741
2023-06-08,USW00023185,0.8145708
2023-04-04,USW00093193,0.81437063
2023-07-22,USW00023155,0.81431735
2023-08-28,USW00023155,0.81423
2023-07-03,USW00093193,0.814007
2023-06-17,USW00093193,0.8140009
2023-02-14,USW00093193,0.8138839
2023-03-12,USW00023185,0.8133928
2023-06-02,USW00023185,0.8132485
2023-11-17,USW00093193,0.8125679
2023-10-02,USW00023185,0.81234837
2022-09-14,USW00023155,0.81219786
2023-05-31,USW00093193,0.81214166
2023-10-17,USW00023157,0.81208825
2023-05-25,USW00024257,0.81195474
2023-06-23,USW00023155,0.81192917
2023-11-26,USW00023157,0.81173044
2023-06-02,USW00093193,0.8115785
2023-06-11,USW00023155,0.8113728
2023-04-10,USW00024257,0.81135845
2020-12-03,USW00093193,0.8112717
2023-07-17,USW00023155,0.8109785
2021-11-25,USW00024257,0.81069446
2023-02-16,USW00023157,0.8105413
2023-04-22,USW00023157,0.8104691
2023-06-24,USW00093193,0.8103138
2023-08-11,USW00023157,0.81011313
2023-04-23,USW00093193,0.80991083
2023-09-09,USW00023185,0.8092632
2021-08-20,USW00024257,0.8091089
2023-12-14,USW00023155,0.80902743
2023-08-03,USW00024257,0.80887187
2023-11-06,USW00023185,0.80853903
2023-08-13,USW00093193,0.808032
2023-10-09,USW00023155,0.8078211
2023-06-30,USW00023155,0.80772287
2023-08-26,USW00093193,0.80717605
2023-02-19,USW00023185,0.8070358
2023-10-28,USW00093193,0.80700517
2023-05-30,USW00023155,0.8067539
2023-11-08,USW00023185,0.80675256
2023-12-23,USW00024257,0.80669886
2023-05-08,USW00023157,0.80669665
2023-10-01,USW00023185,0.805799
2023-10-14,USW00093193,0.80537784
2023-11-26,USW00023155,0.80494034
2023-11-07,USW00023155,0.8048704
2023-08-23,USW00093193,0.804404
2023-09-06,USW00023185,0.804073
2023-06-18,USW00024257,0.803796
2023-06-22,USW00023157,0.8037345
2023-11-20,USW00024257,0.8035687
2023-09-13,USW00093193,0.80340606
2023-01-12,USW00023185,0.8030304
2023-01-12,USW00023157,0.8030292
2020-08-30,USW00023155,0.8029043
2023-11-08,USW00093193,0.8028165
2023-10-22,USW00023185,0.8025461
2023-11-27,USW00023157,0.8024617
2023-11-01,USW00093193,0.8022396
2023-12-26,USW00023157,0.80196697
2023-07-05,USW00023157,0.8019179
2022-09-24,USW00023155,0.8019052
2023-06-25,USW00023155,0.8018812
2023-11-10,USW00023157,0.80178136
2023-08-04,USW00023157,0.80169976
2023-10-05,USW00093193,0.80160517
2020-07-22,USW00093193,0.80158794
2021-01-19,USW00024257,0.8015698
2023-01-06,USW00023155,0.8015547
2023-06-02,USW00023155,0.801506
2023-08-09,USW00023157,0.80143064
2021-09-20,USW00093193,0.8013899
2023-09-13,USW00023155,0.80116314
2023-03-31,USW00023157,0.80096865
2023-05-04,USW00023155,0.8008541
2023-08-17,USW00093193,0.8005827
2023-12-31,USW00093193,0.80003357
2023-11-20,USW00023157,0.7999948
2023-07-29,USW00024257,0.7997112
2020-05-06,USW00023155,0.79963243
2023-06-29,USW00023155,0.7993885
2023-04-21,USW00023185,0.7987242
2023-06-18,USW00023185,0.79864806
2023-08-27,USW00023157,0.79863137
2023-12-11,USW00023157,0.7984263
2022-07-17,USW00093193,0.79841167
2023-12-15,USW00093193,0.79829323
2023-10-03,USW00023157,0.7982599
2023-03-06,USW00023157,0.79814756
2023-12-30,USW00023157,0.7980678
2023-09-24,USW00023185,0.7979663
2022-07-16,USW00023155,0.7979599
2023-11-11,USW00023157,0.7979253
2023-08-23,USW00023185,0.7979071
2023-04-14,USW00023157,0.7978331
2023-06-13,USW00023155,0.7976146
2023-06-23,USW00023185,0.797541
2023-06-22,USW00093193,0.7974639
2021-05-30,USW00023155,0.79738194
2023-06-20,USW00023157,0.7973584
2023-05-15,USW00024257,0.79733986
2023-12-04,USW00023155,0.79727393
2023-08-12,USW00023155,0.7968432
2023-08-29,USW00024257,0.79659337
2023-03-23,USW00023185,0.79638636
2023-08-01,USW00023155,0.79610676
2023-05-19,USW00023155,0.79510444
2023-10-17,USW00093193,0.79503775
2023-11-14,USW00023185,0.79498726
2023-08-22,USW00023155,0.7949059
2023-12-16,USW00093193,0.79489493
2023-02-22,USW00024257,0.79473066
2023-07-09,USW00093193,0.7947148
2023-05-18,USW00023157,0.7945877
2023-09-15,USW00093193,0.79458135
2023-05-07,USW00023185,0.7942542
2023-04-04,USW00024257,0.79424554
2023-08-26,USW00023185,0.79420096
2023-04-28,USW00024257,0.7940732
2023-03-30,USW00023185,0.79405665
2023-10-23,USW00023157,0.7938291
2020-06-14,USW00023157,0.7937706
2023-10-20,USW00024257,0.7935313
2023-10-28,USW00024257,0.79352117
2023-08-30,USW00024257,0.79337585
2023-03-06,USW00023185,0.79328704
2023-03-04,USW00024257,0.7931435
2023-10-19,USW00023185,0.79298216
2023-07-20,USW00023157,0.79285467
2023-03-06,USW00093193,0.79257286
2023-03-28,USW00023185,0.792452
2023-09-08,USW00093193,0.7912981
2023-07-02,USW00093193,0.7911319
2023-01-18,USW00023155,0.7909671
2023-11-05,USW00023157,0.79083425
2023-05-04,USW00024257,0.7906403
2022-08-06,USW00023155,0.7904271
2022-11-06,USW00023155,0.790407
2021-05-17,USW00093193,0.79030836
2023-04-26,USW00023185,0.79003763
2023-02-13,USW00023155,0.78966826
2023-07-10,USW00023155,0.78958565
2023-09-11,USW00023185,0.789499
2023-12-25,USW00023185,0.78944665
2023-05-26,USW00093193,0.7891672
2023-07-23,USW00023157,0.7891242
2023-05-18,USW00024257,0.7890384
2023-04-09,USW00023185,0.7890198
2023-07-06,USW00024257,0.78849626
2023-10-04,USW00023157,0.78836536
2023-12-18,USW00023157,0.7882179
2023-03-29,USW00023155,0.7881551
2023-07-24,USW00023185,0.78773475
2023-05-06,USW00023157,0.7876429
2023-09-19,USW00024257,0.78757024
2023-08-08,USW00023157,0.7874911
2023-04-06,USW00023185,0.78746676
2022-09-10,USW00023185,0.7873746
2023-11-24,USW00023157,0.787177
2023-02-10,USW00023185,0.78707093
2023-08-16,USW00024257,0.78692806
2020-08-23,USW00023155,0.78691524
2023-05-26,USW00023157,0.78655124
2023-06-30,USW00093193,0.7864799
2023-04-06,USW00023155,0.78566575
2023-07-26,USW00024257,0.7854429
2023-06-07,USW00023157,0.78537005
2023-09-21,USW00023155,0.7853484
2022-11-17,USW00024257,0.7846761
2023-08-09,USW00023155,0.78426236
2022-08-08,USW00023157,0.7840467
2023-09-26,USW00023155,0.78400046
2023-06-16,USW00093193,0.7838437
2023-09-08,USW00023157,0.78378993
2021-06-06,USW00093193,0.7836476
2023-05-13,USW00023157,0.783278
2020-06-29,USW00093193,0.7828537
2023-12-07,USW00023185,0.78284436
2023-06-14,USW00023185,0.78270334
2023-08-01,USW00023157,0.7824469
2023-11-10,USW00023185,0.78228736
2023-07-09,USW00023155,0.7821926
2021-08-19,USW00023157,0.7820128
2023-08-09,USW00023185,0.78181666
2023-10-06,USW00023185,0.7808725
2023-08-30,USW00093193,0.7808451
2023-12-01,USW00093193,0.7808077
2023-10-05,USW00024257,0.7807922
2023-03-15,USW00023185,0.7807407
2023-08-24,USW00023155,0.7805966
2023-08-18,USW00023157,0.7803576
2023-01-10,USW00024257,0.7803525
2023-05-12,USW00023155,0.7800706
2023-07-23,USW00023155,0.77986276
2023-10-29,USW00023157,0.77980226
2023-12-08,USW00024257,0.77975416
2020-01-12,USW00023185,0.7796744
2023-07-04,USW00024257,0.77936316
2021-06-25,USW00023155,0.7789816
2023-12-22,USW00023185,0.77882856
2023-06-21,USW00024257,0.7787335
2023-07-11,USW00023157,0.778704
2023-09-12,USW00093193,0.77862006
2023-07-11,USW00023155,0.778579
2023-10-27,USW00023185,0.7785155
2023-03-26,USW00093193,0.77802795
2023-11-05,USW00024257,0.77790385
2023-10-01,USW00023155,0.7778306
2023-02-21,USW00023157,0.7776946
2023-01-26,USW00093193,0.77757275
2020-05-21,USW00093193,0.7775295
2023-09-10,USW00023185,0.7772472
2023-04-12,USW00024257,0.7771295
2023-05-24,USW00093193,0.777006
2023-07-31,USW00093193,0.7768941
2023-06-25,USW00023185,0.7768304
2023-07-13,USW00024257,0.7763804
2023-07-19,USW00093193,0.7761361
2023-04-30,USW00023185,0.7757176
2023-03-01,USW00023155,0.77560294
2023-12-23,USW00023157,0.77554256
2021-11-22,USW00023185,0.7755301
2023-08-28,USW00024257,0.7753715
2023-07-27,USW00023157,0.7752763
2023-06-21,USW00093193,0.775248
2023-06-12,USW00023185,0.7742295
2023-08-30,USW00023157,0.77387434
2023-10-07,USW00093193,0.773395
2023-02-02,USW00023155,0.7733375
2023-08-07,USW00023155,0.7729469
2023-03-22,USW00023155,0.77267843
2023-07-29,USW00023185,0.7726313
2023-08-07,USW00093193,0.7724648
2023-03-15,USW00024257,0.77205235
2023-12-28,USW00023155,0.77202064
2022-08-18,USW00023185,0.77175105
2023-09-28,USW00024257,0.77158684
2023-01-23,USW00023157,0.77138716
2023-04-14,USW00023185,0.7712023
2023-07-02,USW00023155,0.7709173
2023-02-06,USW00023155,0.77087784
2023-07-23,USW00093193,0.7704198
2023-03-20,USW00023185,0.7702811
2023-02-12,USW00093193,0.76994437
2023-08-18,USW00093193,0.7696918
2020-09-14,USW00023155,0.7692929
2023-10-31,USW00023155,0.7692567
2023-05-27,USW00023185,0.76889956
2023-02-19,USW00024257,0.7687007
2023-07-31,USW00023185,0.768506
2023-02-01,USW00093193,0.7684492
2023-12-17,USW00023157,0.7677106
2023-10-29,USW00023185,0.7675459
2023-12-15,USW00023157,0.7673896
2023-06-20,USW00024257,0.76737845
2023-10-13,USW00024257,0.7667155
2023-05-04,USW00023157,0.7666369
2023-01-24,USW00093193,0.76659286
2023-06-28,USW00023155,0.7659173
2023-04-13,USW00023185,0.7657364
2023-05-11,USW00023157,0.76572365
2023-10-10,USW00023155,0.7656717
2023-09-13,USW00023185,0.7655967
2021-01-25,USW00023155,0.7654771
2022-08-10,USW00024257,0.76546544
2023-05-01,USW00024257,0.7653437
2023-04-24,USW00023155,0.76530796
2023-06-28,USW00023185,0.76517963
2023-06-12,USW00024257,0.76502067
2023-08-10,USW00024257,0.7647752
2023-04-24,USW00023157,0.76459116
2023-06-13,USW00024257,0.76408416
2023-08-08,USW00023155,0.7636145
2023-08-27,USW00093193,0.7635081
2023-04-05,USW00023185,0.7633036
2023-03-25,USW00093193,0.76304644
2023-10-03,USW00024257,0.7626303
2023-08-02,USW00023185,0.7624158
2023-02-17,USW00024257,0.7621539
2023-12-19,USW00023157,0.7619263
2023-07-29,USW00093193,0.7618547
2023-07-11,USW00023185,0.7614089
2023-09-12,USW00023185,0.7608502
2021-11-15,USW00023185,0.76060027
2023-09-15,USW00023185,0.76040345
2023-09-22,USW00024257,0.7600299
2023-02-21,USW00024257,0.76000637
2023-12-10,USW00093193,0.7599699
2023-06-30,USW00023185,0.75979143
2023-02-15,USW00023157,0.75937843
2021-09-19,USW00093193,0.75937766
2023-04-28,USW00093193,0.759372
2023-11-26,USW00024257,0.75936663
2023-07-31,USW00024257,0.7592992
2020-01-18,USW00023185,0.7592216
2023-10-21,USW00023185,0.75913644
2023-03-23,USW00024257,0.7588521
2021-09-27,USW00093193,0.7585583
2023-08-15,USW00024257,0.7584151
2021-09-26,USW00024257,0.75824106
2023-08-14,USW00093193,0.75802594
2023-05-21,USW00093193,0.75743425
2020-08-08,USW00023155,0.7573399
2023-01-31,USW00024257,0.7573363
2023-06-07,USW00023155,0.7572485
2021-03-11,USW00023157,0.7564082
2023-10-26,USW00023157,0.756322
2023-06-25,USW00023157,0.75591785
2023-04-26,USW00024257,0.75557697
2023-04-26,USW00023157,0.75514644
2023-03-20,USW00023157,0.75485265
2023-05-28,USW00023157,0.75470966
2021-03-19,USW00024257,0.7543719
2023-09-25,USW00023155,0.75383687
2023-12-12,USW00024257,0.75339514
2023-06-19,USW00023155,0.75303227
2021-07-15,USW00024257,0.7530173
2023-05-02,USW00023155,0.7526779
2023-08-14,USW00024257,0.75215983
2020-08-27,USW00023157,0.752073
2023-01-19,USW00093193,0.75201106
2023-02-19,USW00023155,0.75130993
2023-09-13,USW00023157,0.7512286
2023-05-27,USW00023155,0.7511198
2023-03-24,USW00093193,0.7509659
2023-03-08,USW00023155,0.75066006
2023-05-24,USW00023155,0.7505345
2023-06-07,USW00093193,0.7504236
2023-01-02,USW00023157,0.7500993
2023-08-02,USW00023157,0.74934727
2023-10-08,USW00093193,0.7489941
2023-11-09,USW00023157,0.7489812
2023-02-11,USW00023155,0.7488923
2023-09-04,USW00023157,0.74863833
2023-08-27,USW00023185,0.7486295
2023-09-01,USW00023155,0.7483279
2022-02-24,USW00023155,0.7478415
2023-12-10,USW00023155,0.747739
2023-07-11,USW00024257,0.74766064
2023-10-16,USW00023157,0.7474298
2023-10-18,USW00023157,0.74733686
2023-10-20,USW00023157,0.7471204
2023-04-12,USW00023157,0.7469945
2020-12-18,USW00024257,0.7469269
2023-10-02,USW00024257,0.7468612
2023-07-14,USW00023185,0.74679166
2023-10-22,USW00023155,0.74670976
2023-05-25,USW00093193,0.74643266
2023-01-24,USW00023155,0.74632436
2023-03-01,USW00024257,0.7461727
2022-09-15,USW00023185,0.7460826
2023-02-09,USW00093193,0.7457066
2023-09-30,USW00093193,0.74570066
2022-01-02,USW00023185,0.74551654
2023-03-04,USW00023155,0.7454525
2023-07-15,USW00093193,0.7454041
2023-08-31,USW00024257,0.74528676
2023-03-31,USW00023185,0.74512094
2023-03-07,USW00023155,0.74509805
2023-09-20,USW00023185,0.74501014
2023-11-04,USW00023155,0.74452186
2023-11-27,USW00023185,0.7445032
2023-09-19,USW00093193,0.7444373
2023-09-14,USW00023155,0.74435425
2023-10-26,USW00093193,0.74426275
2023-10-20,USW00093193,0.7439601
2023-01-22,USW00023185,0.7438952
2021-09-03,USW00023155,0.74379724
2020-05-19,USW00024257,0.74371636
2020-04-16,USW00093193,0.74354535
2023-10-09,USW00093193,0.7429272
2023-04-02,USW00024257,0.7428784
2023-11-20,USW00093193,0.74235415
2023-07-25,USW00023185,0.7422396
2023-10-07,USW00023157,0.7421808
2023-09-19,USW00023185,0.7420713
2023-03-29,USW00023157,0.7418069
2023-10-19,USW00023155,0.741157
2023-10-08,USW00023185,0.7410936
2023-07-30,USW00023185,0.740985
2023-02-11,USW00093193,0.74086845
2023-11-21,USW00023157,0.7404432
2020-07-04,USW00023155,0.7403974
2023-04-16,USW00093193,0.74016404
2020-06-08,USW00093193,0.7400002
2021-08-20,USW00023155,0.7398801
2021-10-29,USW00023155,0.73969084
2023-07-10,USW00023157,0.73953027
2023-12-25,USW00023157,0.7394594
2022-08-09,USW00023185,0.7393898
2022-04-08,USW00023155,0.73844486
2022-09-25,USW00093193,0.7382114
2023-10-31,USW00023157,0.738031
2023-07-15,USW00023155,0.73789895
2020-08-29,USW00024257,0.7378888
2022-11-27,USW00023157,0.7374244
2023-07-21,USW00023185,0.7374118
2023-11-25,USW00024257,0.73728555
2023-10-11,USW00024257,0.73629665
2023-03-22,USW00093193,0.73613256
2022-10-29,USW00023185,0.73604035
2023-06-13,USW00093193,0.7358945
2023-10-14,USW00023155,0.735729
2023-07-12,USW00024257,0.73564845
2022-11-03,USW00023157,0.7356193
2023-03-16,USW00093193,0.7355659
2023-04-22,USW00024257,0.73539793
2023-04-12,USW00023155,0.73514545
2023-03-28,USW00093193,0.73514044
2023-06-10,USW00024257,0.73497975
2023-10-22,USW00093193,0.7346726
2023-06-23,USW00023157,0.7346334
2023-12-27,USW00023157,0.7346302
2022-06-19,USW00023155,0.73429614
2023-04-10,USW00093193,0.7342916
2023-11-14,USW00023155,0.7341179
2020-08-28,USW00023157,0.7339631
2023-10-12,USW00093193,0.73291916
2023-04-27,USW00093193,0.7327623
2020-03-26,USW00023155,0.73255324
2023-10-13,USW00093193,0.7324206
2023-06-21,USW00023185,0.73225844
2023-06-18,USW00023155,0.73199815
2020-05-17,USW00093193,0.7318914
2023-07-27,USW00023185,0.7318019
2023-10-27,USW00023157,0.7314552
2023-07-28,USW00023185,0.7312409
2023-06-24,USW00023185,0.73120546
2023-08-10,USW00023157,0.7309611
2023-11-19,USW00023185,0.7308511
2023-07-11,USW00093193,0.7306115
2022-02-02,USW00023155,0.7303182
2020-04-24,USW00023157,0.7303011
2023-12-15,USW00023155,0.7299513
2023-10-09,USW00023157,0.72981495
2023-10-04,USW00093193,0.72966284
2022-07-26,USW00023185,0.7296345
2023-05-26,USW00023155,0.7296218
2023-07-04,USW00093193,0.72931325
2023-05-24,USW00024257,0.72922766
2023-05-23,USW00023157,0.7287425
2023-07-02,USW00023185,0.7285292
2023-02-13,USW00023157,0.7281495
2020-07-25,USW00023185,0.728071
2022-12-04,USW00023155,0.7279158
2023-04-11,USW00093193,0.72756135
2023-05-12,USW00024257,0.7272851
2023-04-26,USW00093193,0.72645575
2023-12-29,USW00023155,0.7264378
2023-05-05,USW00093193,0.7261589
2023-10-11,USW00023155,0.72609234
2023-08-01,USW00024257,0.72578156
2022-06-04,USW00024257,0.7256633
2023-07-06,USW00023185,0.72538656
2023-04-02,USW00023155,0.72520137
2022-03-15,USW00024257,0.72519654
2023-12-19,USW00023185,0.7251856
2023-12-30,USW00023185,0.72485316
2023-06-26,USW00023185,0.7248165
2023-04-07,USW00023157,0.72472954
2023-09-17,USW00023157,0.7236892
2023-04-20,USW00024257,0.7236162
2023-09-09,USW00024257,0.7235844
2023-12-12,USW00023155,0.7234703
2023-07-05,USW00024257,0.723389
2023-04-11,USW00023155,0.7230358
2023-11-06,USW00023157,0.72281885
2023-10-15,USW00023157,0.72277486
2023-10-17,USW00023155,0.7216646
2023-05-19,USW00024257,0.7212777
2023-11-14,USW00023157,0.72105414
2023-08-03,USW00023185,0.7209961
2023-04-04,USW00023155,0.7209958
2023-05-30,USW00023185,0.7203198
2023-10-02,USW00023157,0.72026145
2023-05-30,USW00023157,0.7200683
2023-04-10,USW00023185,0.72001594
2022-08-06,USW00093193,0.71968013
2021-11-03,USW00093193,0.7195191
2022-08-27,USW00023185,0.71840847
2023-04-15,USW00024257,0.71802056
2023-09-28,USW00023185,0.7173662
2023-01-29,USW00024257,0.7171726
2021-03-18,USW00024257,0.7170207
2020-04-09,USW00023185,0.7164369
2022-12-06,USW00093193,0.7163125
2022-09-15,USW00024257,0.7161992
2023-03-07,USW00093193,0.71604747
2023-03-17,USW00023185,0.7159305
2021-02-17,USW00093193,0.7155968
2023-11-19,USW00024257,0.7155082
2023-09-30,USW00023185,0.7154864
2023-08-27,USW00023155,0.715204
2023-12-04,USW00023185,0.71461695
2023-03-23,USW00093193,0.7146122
2023-06-29,USW00023185,0.7145994
2023-11-03,USW00023157,0.7143438
2023-06-22,USW00023185,0.7142033
2023-06-15,USW00023185,0.7137309
2021-05-29,USW00023157,0.71303535
2023-11-17,USW00023185,0.7121858
2023-11-08,USW00023157,0.7120906
2020-07-23,USW00023155,0.71209025
2023-04-24,USW00023185,0.71195704
2023-07-19,USW00023185,0.7119043
2023-01-18,USW00093193,0.7117986
2023-09-22,USW00023155,0.7117289
2023-01-19,USW00023157,0.71170914
2023-09-05,USW00023155,0.71148795
2023-04-29,USW00093193,0.71100867
2023-10-18,USW00023155,0.71100795
2023-05-13,USW00023155,0.7106887
2023-03-11,USW00024257,0.7104893
2023-06-18,USW00093193,0.7103046
2023-03-02,USW00024257,0.7102128
2023-12-07,USW00024257,0.71002096
2023-08-08,USW00024257,0.70985025
2023-08-31,USW00093193,0.7097443
2020-04-25,USW00093193,0.70929575
2023-04-21,USW00024257,0.7089924
2023-10-12,USW00023155,0.70862144
2020-05-16,USW00023155,0.708037
2023-03-02,USW00093193,0.7077648
2023-04-05,USW00023155,0.7076789
2023-06-23,USW00093193,0.7076218
2023-05-01,USW00023157,0.7075656
2023-06-27,USW00023155,0.707541
2023-04-07,USW00023185,0.7075002
2023-10-04,USW00023155,0.70731556
2023-12-09,USW00023155,0.7063991
2023-06-03,USW00023185,0.7063805
2020-11-02,USW00023155,0.706125
2023-08-29,USW00023155,0.70584
2023-10-11,USW00023185,0.7056326
2023-09-05,USW00023185,0.70540744
2021-10-07,USW00093193,0.7050231
2022-04-15,USW00023155,0.7048548
2023-06-03,USW00023155,0.70476365
2023-09-20,USW00024257,0.7045895
2023-04-28,USW00023157,0.704429
2023-09-21,USW00093193,0.70389086
2020-02-03,USW00093193,0.703668
2021-06-24,USW00093193,0.7036209
2020-06-29,USW00023155,0.70353603
2023-04-12,USW00023185,0.70349276
2023-07-30,USW00024257,0.7026978
2023-09-07,USW00024257,0.70249987
2023-08-02,USW00093193,0.70213556
2023-04-30,USW00024257,0.7019923
2023-05-24,USW00023185,0.7019663
2023-11-07,USW00023185,0.701888
2022-09-23,USW00023185,0.7018776
2023-11-06,USW00023155,0.70180535
2023-08-31,USW00023185,0.7016975
2023-07-08,USW00023185,0.7010605
2023-08-12,USW00024257,0.7010298
2023-04-13,USW00024257,0.7010032
2023-06-22,USW00024257,0.70056176
2023-12-22,USW00023157,0.700075
2023-11-12,USW00024257,0.69975156
2021-04-07,USW00024257,0.6995405
2023-10-05,USW00023185,0.69941384
2023-12-24,USW00023155,0.69910866
2023-02-08,USW00023155,0.69871414
2020-07-02,USW00024257,0.69829774
2021-04-05,USW00093193,0.69825554
2023-08-05,USW00093193,0.6982137
2023-11-13,USW00093193,0.6979533
2023-10-26,USW00024257,0.6978961
2023-10-15,USW00024257,0.69788146
2022-05-18,USW00093193,0.69661033
2023-08-29,USW00023185,0.69638014
2020-04-07,USW00023157,0.69630224
2023-05-28,USW00024257,0.69544345
2023-04-05,USW00093193,0.6953154
2023-04-11,USW00023157,0.6952482
2023-11-08,USW00023155,0.69522226
2023-08-15,USW00023155,0.6951605
2023-08-04,USW00023155,0.69482356
2023-04-27,USW00023185,0.6946427
2021-09-20,USW00023155,0.6942341
2023-10-06,USW00023155,0.69388163
2020-01-10,USW00024257,0.6935738
2023-01-11,USW00023157,0.6929022
2023-06-16,USW00023155,0.6925302
2023-01-20,USW00093193,0.6925034
2023-03-17,USW00024257,0.692481
2023-04-23,USW00023185,0.6924666
2023-10-25,USW00024257,0.69225925
2023-04-18,USW00023157,0.69176936
2020-07-25,USW00024257,0.6911406
2021-08-26,USW00023155,0.6908733
2020-03-09,USW00023185,0.6903917
2023-07-06,USW00023155,0.6899899
2023-06-20,USW00023185,0.6894223
2023-10-18,USW00024257,0.68915796
2020-08-07,USW00023155,0.6889261
2020-07-22,USW00024257,0.68871146
2023-06-27,USW00024257,0.68840486
2023-05-10,USW00024257,0.68829876
2023-10-16,USW00023185,0.688001
2020-06-01,USW00023157,0.68792665
2023-04-17,USW00023185,0.6878928
2022-11-26,USW00023157,0.6877215
2023-12-20,USW00023185,0.6871131
2020-08-05,USW00024257,0.686779
2022-08-05,USW00023185,0.68652576
2023-04-10,USW00023157,0.68642855
2022-03-17,USW00023185,0.68614584
2023-05-20,USW00024257,0.6858949
2020-06-30,USW00023157,0.68554795
2023-04-17,USW00023157,0.68526316
2023-07-08,USW00023157,0.6852059
2022-07-04,USW00024257,0.6849682
2023-07-05,USW00093193,0.68487996
