DATE,STATION,fire_risk_score
2023-05-03,USW00023155,0.6842814
2023-07-20,USW00024257,0.6840187
2023-08-24,USW00093193,0.6836216
2023-03-05,USW00023157,0.68351215
2022-02-02,USW00093193,0.6834588
2023-05-28,USW00093193,0.68313473
2023-06-15,USW00024257,0.68302876
2022-01-03,USW00023157,0.68258756
2023-05-23,USW00023185,0.6824777
2022-09-29,USW00023185,0.68166584
2023-10-30,USW00023185,0.68124884
2023-03-18,USW00023157,0.6809921
2023-08-02,USW00024257,0.68067276
2021-06-07,USW00023185,0.6805968
2022-11-25,USW00023157,0.680468
2023-11-01,USW00023157,0.67972684
2023-10-22,USW00023157,0.6796315
2023-10-07,USW00023185,0.6795651
2023-06-21,USW00023155,0.6793638
2023-02-09,USW00023155,0.6789006
2023-01-09,USW00023185,0.67882
2023-05-29,USW00024257,0.6782214
2023-07-19,USW00024257,0.67803884
2023-12-13,USW00023157,0.6780075
2021-06-22,USW00093193,0.67792594
2023-02-08,USW00023157,0.677921
2022-04-13,USW00023155,0.67774403
2020-09-03,USW00023155,0.67763644
2023-04-11,USW00024257,0.67759454
2020-06-02,USW00023155,0.6772585
2023-09-25,USW00023185,0.6765153
2022-03-05,USW00023155,0.6763172
2023-05-20,USW00023185,0.6762627
2023-08-04,USW00093193,0.6761137
2022-07-19,USW00023185,0.6758743
2020-08-15,USW00093193,0.6758376
2023-03-18,USW00023185,0.6754002
2023-07-20,USW00093193,0.6752863
2023-08-22,USW00093193,0.6747754
2023-06-19,USW00093193,0.6746444
2022-08-11,USW00023155,0.6743567
2023-11-07,USW00093193,0.6742531
2023-07-08,USW00093193,0.6740851
2020-06-14,USW00023185,0.6734663
2021-01-04,USW00023185,0.67308325
2023-11-11,USW00093193,0.6729082
2022-06-20,USW00093193,0.67198247
2023-03-20,USW00024257,0.67192006
2023-09-14,USW00093193,0.6718536
2021-11-06,USW00023155,0.67163455
2023-10-26,USW00023185,0.6714319
2022-01-22,USW00023157,0.670836
2021-06-08,USW00023155,0.6705243
2023-03-24,USW00024257,0.6700982
2023-08-13,USW00023157,0.66923785
2023-11-17,USW00023157,0.6692121
2023-01-28,USW00093193,0.6689821
2023-03-17,USW00023155,0.6688108
2021-10-20,USW00093193,0.6683395
2023-10-20,USW00023185,0.6681448
2023-10-04,USW00023185,0.6680055
2020-02-09,USW00093193,0.66776824
2023-05-12,USW00093193,0.66753185
2020-03-15,USW00024257,0.6668327
2023-03-31,USW00023155,0.66677123
2023-08-13,USW00023185,0.66644603
2023-03-15,USW00093193,0.665769
2023-11-29,USW00023157,0.6656687
2022-04-23,USW00023185,0.6652831
2023-04-10,USW00023155,0.6650578
2020-06-14,USW00093193,0.66505647
2020-06-17,USW00023155,0.6649
2022-11-01,USW00023185,0.663876
2023-10-20,USW00023155,0.6636666
2022-05-27,USW00023155,0.66357887
2020-04-11,USW00023155,0.6633617
2023-09-12,USW00024257,0.6626132
2023-09-16,USW00023157,0.66240823
2022-02-01,USW00093193,0.6619763
2023-09-23,USW00093193,0.6619735
2020-12-05,USW00023155,0.6618682
2022-10-24,USW00093193,0.66144174
2020-05-20,USW00023185,0.66110164
2023-03-29,USW00093193,0.6610695
2023-04-30,USW00093193,0.6608384
2023-02-07,USW00023157,0.6606571
2021-03-20,USW00024257,0.6602466
2020-06-25,USW00023185,0.6598519
2023-01-31,USW00093193,0.65942824
2023-04-21,USW00023155,0.65942055
2020-05-31,USW00023155,0.6586697
2022-02-22,USW00023155,0.6583402
2021-09-28,USW00023155,0.65766317
2023-07-26,USW00093193,0.657129
2023-01-01,USW00023155,0.6568937
2021-08-20,USW00023185,0.6567755
2023-07-07,USW00023155,0.6564702
2020-09-28,USW00023185,0.6563659
2020-09-24,USW00023185,0.6563324
2020-03-17,USW00093193,0.6555847
2020-11-26,USW00093193,0.6554479
2023-09-06,USW00023155,0.655421
2023-02-20,USW00023157,0.6551782
2023-02-16,USW00093193,0.65470695
2023-11-19,USW00023155,0.6546329
2023-11-07,USW00024257,0.6544781
2023-12-13,USW00023155,0.6544082
2023-05-15,USW00023185,0.65385616
2021-10-30,USW00023157,0.65353096
2023-04-18,USW00023155,0.65303177
2023-07-28,USW00023155,0.6528884
2023-11-18,USW00023157,0.6525798
2021-08-23,USW00024257,0.6525708
2023-10-29,USW00023155,0.6523655
2023-04-11,USW00023185,0.65230304
2023-02-09,USW00023157,0.6521299
2023-06-05,USW00023155,0.65144295
2022-05-22,USW00023185,0.65141237
2023-04-19,USW00023185,0.65084064
2023-10-06,USW00093193,0.6501681
2020-04-18,USW00023157,0.649959
2020-11-11,USW00023157,0.6499492
2021-05-08,USW00093193,0.64855355
2022-07-26,USW00023157,0.64837396
2023-10-24,USW00023155,0.6481805
2023-07-09,USW00023185,0.64771885
2022-09-21,USW00024257,0.64769536
2021-06-09,USW00024257,0.64716154
2020-03-29,USW00024257,0.6469815
2020-04-27,USW00023155,0.64695114
2023-01-06,USW00093193,0.64694446
2021-07-26,USW00023157,0.6462325
2020-04-17,USW00093193,0.6455206
2023-07-27,USW00093193,0.645461
2022-08-06,USW00024257,0.64539915
2023-05-29,USW00093193,0.6449925
2020-07-02,USW00023185,0.64491266
2021-05-27,USW00023157,0.64473784
2023-07-13,USW00023185,0.64433575
2023-04-14,USW00093193,0.64412415
2023-12-03,USW00023185,0.64410955
2023-01-27,USW00023157,0.6437114
2021-02-14,USW00093193,0.6436683
2020-05-10,USW00023155,0.64361894
2020-08-26,USW00023185,0.64358366
2022-06-16,USW00024257,0.6435352
2023-12-01,USW00023185,0.64301157
2020-04-24,USW00023155,0.6428409
2022-11-24,USW00023155,0.64233625
2023-05-03,USW00024257,0.6419136
2022-04-26,USW00023185,0.64160913
2022-08-14,USW00023157,0.6406656
2023-01-11,USW00024257,0.64040637
2023-08-06,USW00023155,0.64038414
2023-10-16,USW00093193,0.6401252
2022-08-14,USW00023155,0.6392994
2023-07-03,USW00023185,0.63916326
2021-05-14,USW00023155,0.63892925
2023-03-12,USW00023155,0.638862
2023-02-16,USW00023155,0.6386323
2023-06-25,USW00093193,0.6386007
2023-01-30,USW00023155,0.638058
2020-06-15,USW00024257,0.6376497
2022-05-07,USW00024257,0.63754994
2021-10-05,USW00023185,0.63725734
2023-04-13,USW00093193,0.63721925
2023-02-14,USW00024257,0.6372087
2023-04-01,USW00023185,0.6364607
2022-06-03,USW00023185,0.636451
2023-09-05,USW00023157,0.63586646
2023-01-07,USW00023157,0.63569915
2023-10-03,USW00023155,0.6355493
2021-06-11,USW00023155,0.6355286
2020-06-14,USW00023155,0.63546383
2023-08-05,USW00023185,0.6346731
2023-10-13,USW00023155,0.6342616
2023-04-08,USW00093193,0.6336292
2023-03-19,USW00023185,0.63350564
2022-09-17,USW00093193,0.63350475
2022-05-24,USW00093193,0.63303816
2021-06-30,USW00023185,0.633019
2023-03-21,USW00024257,0.6325878
2020-03-10,USW00023157,0.63250023
2023-09-17,USW00024257,0.6323791
2021-09-20,USW00023185,0.63219726
2023-05-20,USW00093193,0.6320278
2021-10-06,USW00093193,0.63199514
2020-04-02,USW00024257,0.6317026
2023-03-28,USW00023155,0.63111514
2021-05-24,USW00023155,0.6311133
2023-06-27,USW00093193,0.6309927
2020-06-19,USW00023185,0.6304702
2020-04-13,USW00023155,0.6298598
2023-05-23,USW00023155,0.6286907
2022-11-30,USW00023155,0.628177
2021-03-12,USW00093193,0.62810147
2023-08-03,USW00023157,0.62774444
2023-10-19,USW00093193,0.62768316
2023-05-16,USW00023185,0.62730527
2023-10-25,USW00023155,0.6272903
2021-09-25,USW00024257,0.62719345
2021-07-11,USW00023185,0.62714183
2021-03-16,USW00093193,0.6270784
2022-07-09,USW00024257,0.6270435
2020-07-21,USW00024257,0.6269747
2020-02-02,USW00024257,0.62689835
2023-05-10,USW00093193,0.62639
2023-11-25,USW00023155,0.6259402
2023-04-22,USW00093193,0.6257643
2023-04-27,USW00023155,0.6244281
2020-12-11,USW00023155,0.62430304
2023-04-03,USW00024257,0.6231014
2020-04-26,USW00023155,0.6229811
2021-09-19,USW00024257,0.62279725
2021-10-05,USW00023157,0.6225372
2023-12-23,USW00023185,0.62243164
2023-01-29,USW00023155,0.6224206
2023-03-12,USW00023157,0.62195045
2022-07-04,USW00093193,0.62180454
2023-05-05,USW00023155,0.62167823
2022-07-07,USW00023155,0.62017494
2023-09-28,USW00093193,0.619992
2020-12-09,USW00093193,0.6199439
2021-08-27,USW00093193,0.6199338
2020-06-18,USW00023185,0.61993194
2022-05-17,USW00023185,0.6197069
2023-10-27,USW00023155,0.61926395
2021-04-09,USW00023157,0.619242
2023-03-13,USW00023185,0.61909825
2023-10-23,USW00024257,0.6190561
2023-04-25,USW00023185,0.61901426
2023-11-09,USW00093193,0.61883265
2022-01-07,USW00023157,0.6185968
2023-11-24,USW00093193,0.6184778
2023-12-08,USW00093193,0.6176387
2023-02-15,USW00093193,0.6175682
2023-09-13,USW00024257,0.6172495
2020-08-06,USW00023155,0.6167861
2020-09-27,USW00023155,0.6167293
2022-04-06,USW00023155,0.61654484
2023-09-07,USW00023155,0.6160193
2023-06-02,USW00024257,0.61485165
2020-04-20,USW00023157,0.6147816
2023-04-19,USW00023157,0.6143008
2021-09-11,USW00023185,0.61429393
2020-04-25,USW00023155,0.61421365
2023-11-02,USW00023155,0.6136779
2022-12-10,USW00023155,0.6134873
2022-10-12,USW00023157,0.6134411
2020-03-22,USW00023157,0.6133939
2021-10-13,USW00023157,0.61336446
2021-02-23,USW00023185,0.6130199
2023-09-24,USW00024257,0.61296225
2021-01-26,USW00093193,0.61210555
2022-09-15,USW00023155,0.61209273
2023-11-05,USW00023155,0.61203974
2021-01-01,USW00093193,0.61196923
2023-02-20,USW00024257,0.6111456
2023-08-12,USW00093193,0.60981154
2020-04-09,USW00023157,0.6097766
2020-09-09,USW00023185,0.60976934
2022-07-04,USW00023155,0.6095088
2021-06-23,USW00024257,0.6092214
2023-07-10,USW00023185,0.60902333
2022-09-21,USW00023155,0.6088662
2023-09-07,USW00093193,0.6086983
2022-10-22,USW00023157,0.60855585
2023-08-19,USW00024257,0.6083382
2023-10-15,USW00023155,0.60805523
2020-07-23,USW00023157,0.6071904
2021-05-16,USW00023185,0.6070233
2023-01-27,USW00023155,0.60679007
2021-07-21,USW00024257,0.6059267
2020-08-04,USW00023155,0.60525113
2023-10-14,USW00023157,0.6047773
2021-11-08,USW00023155,0.6045401
2020-02-03,USW00023155,0.6042493
2023-01-25,USW00093193,0.6042213
2023-08-09,USW00093193,0.6041952
2021-08-23,USW00023185,0.60402954
2023-08-21,USW00024257,0.6039919
2023-09-20,USW00023155,0.6034099
2023-11-19,USW00093193,0.60315776
2022-06-08,USW00023155,0.60297245
2020-11-07,USW00024257,0.602966
2021-12-18,USW00023185,0.6026907
2022-02-24,USW00093193,0.6025105
2020-06-17,USW00023185,0.60249716
2021-02-10,USW00023185,0.6024425
2023-10-26,USW00023155,0.6021123
2023-05-30,USW00024257,0.6018692
2023-01-28,USW00024257,0.60164815
2023-09-07,USW00023157,0.6016108
2020-07-23,USW00023185,0.6015428
2023-08-01,USW00023185,0.60151184
2023-06-14,USW00023155,0.60147226
2023-05-31,USW00023155,0.6013036
2023-07-31,USW00023157,0.6010223
2023-07-28,USW00093193,0.60077506
2020-05-03,USW00023185,0.60022926
2021-11-05,USW00023185,0.5997342
2021-11-13,USW00023155,0.59952873
2023-02-17,USW00023185,0.59907204
2022-05-20,USW00023185,0.59883374
2023-12-20,USW00093193,0.5987823
2020-08-29,USW00023185,0.5980246
2020-06-19,USW00023155,0.59754074
2023-06-17,USW00023185,0.5974069
2022-04-21,USW00093193,0.5973245
2022-05-31,USW00023185,0.5971864
2022-09-22,USW00023155,0.59686875
2021-09-11,USW00024257,0.5968503
2020-04-21,USW00023155,0.5966887
2021-11-02,USW00023185,0.5964069
2020-12-06,USW00093193,0.59602207
2022-09-16,USW00093193,0.59487146
2022-06-15,USW00023155,0.5947068
2020-11-03,USW00023155,0.5946911
2021-10-21,USW00093193,0.59432477
2022-07-06,USW00023185,0.59427476
2023-03-17,USW00093193,0.59424084
2021-08-31,USW00023155,0.5933815
2023-04-29,USW00023185,0.59318495
2023-05-04,USW00023185,0.59297156
2023-03-18,USW00024257,0.5921085
2023-07-14,USW00093193,0.59199387
2021-10-19,USW00093193,0.5913527
2020-08-08,USW00023185,0.59108907
2023-05-01,USW00023155,0.59082663
2021-09-23,USW00023155,0.5906395
2021-10-06,USW00024257,0.5898747
2020-09-13,USW00023155,0.5894273
2022-10-18,USW00023155,0.5893293
2023-09-01,USW00093193,0.5892903
2021-11-24,USW00023155,0.58901614
2022-06-12,USW00024257,0.588775
2023-11-02,USW00023185,0.5877176
2023-08-18,USW00023155,0.5865568
2023-02-10,USW00024257,0.58641404
2020-04-20,USW00024257,0.5858045
2023-11-27,USW00023155,0.5852501
2021-02-05,USW00023155,0.5850372
2020-06-01,USW00093193,0.5849003
2023-12-16,USW00023155,0.58471143
2021-12-07,USW00024257,0.5846574
2020-09-23,USW00093193,0.5841289
2020-08-27,USW00093193,0.58320993
2021-02-09,USW00023185,0.5832096
2020-05-29,USW00093193,0.58287334
2023-10-23,USW00093193,0.5822738
2023-01-01,USW00023157,0.5822369
2023-03-31,USW00093193,0.58215517
2021-11-06,USW00024257,0.5812383
2022-01-04,USW00024257,0.5811853
2021-10-28,USW00023185,0.5809319
2022-09-18,USW00023155,0.58065
2021-10-23,USW00093193,0.5801425
2021-10-17,USW00093193,0.5797245
2020-03-11,USW00023157,0.57961756
2021-07-24,USW00023155,0.57929945
2022-10-18,USW00023185,0.57926124
2021-11-22,USW00023157,0.57879066
2023-09-06,USW00093193,0.57874936
2022-05-04,USW00024257,0.57808965
2021-10-12,USW00024257,0.578057
2020-09-24,USW00023155,0.5778385
2022-11-05,USW00023185,0.5774446
2022-04-07,USW00023185,0.5773012
2022-05-18,USW00023155,0.5771347
2023-03-16,USW00023155,0.5767659
2023-11-22,USW00023157,0.57606035
2020-03-26,USW00093193,0.57589805
2021-11-16,USW00023185,0.5756737
2020-05-12,USW00023185,0.57560843
2021-06-12,USW00024257,0.57555485
2023-04-26,USW00023155,0.57526207
2023-04-23,USW00023155,0.57515925
2022-05-31,USW00023155,0.5745353
2020-07-24,USW00093193,0.57431424
2023-05-25,USW00023185,0.5741982
2023-07-27,USW00023155,0.5741811
2023-06-14,USW00093193,0.57380027
2021-09-19,USW00023155,0.57264405
2023-09-30,USW00023155,0.57238024
2023-05-06,USW00023155,0.5722021
2020-08-28,USW00023185,0.57158136
2022-10-23,USW00023155,0.5711901
2021-07-27,USW00023157,0.5706972
2022-12-15,USW00023155,0.57065517
2021-08-08,USW00023185,0.57042927
2021-10-05,USW00024257,0.5703887
2022-06-24,USW00023157,0.5696513
2020-08-07,USW00023157,0.5693935
2021-08-21,USW00023185,0.569381
2022-01-11,USW00023185,0.56932354
2021-11-04,USW00024257,0.569216
2022-02-25,USW00024257,0.5688529
2022-05-21,USW00023155,0.5685038
2020-03-28,USW00023157,0.56821537
2023-07-13,USW00093193,0.5681878
2023-08-26,USW00024257,0.5676411
2023-12-08,USW00023155,0.567567
2022-07-07,USW00024257,0.56719965
2023-05-08,USW00024257,0.5670858
2023-08-08,USW00093193,0.5666572
2020-03-15,USW00023185,0.56621504
2023-02-17,USW00023155,0.5659954
2022-04-01,USW00023157,0.56597704
2022-06-22,USW00023157,0.5659049
2023-07-27,USW00024257,0.565886
2021-11-06,USW00093193,0.5658059
2023-06-26,USW00023155,0.56531006
2020-10-04,USW00023185,0.56525975
2021-08-06,USW00023155,0.56500953
2023-11-09,USW00023185,0.56498635
2020-10-10,USW00024257,0.5645155
2020-04-03,USW00023155,0.5644704
2020-10-10,USW00093193,0.56442803
2023-07-31,USW00023155,0.56438184
2021-10-31,USW00024257,0.56428033
2023-09-11,USW00093193,0.5641019
2020-08-06,USW00093193,0.5638546
2022-12-07,USW00023155,0.56384003
2022-09-14,USW00023185,0.5637356
2021-05-18,USW00023185,0.5634988
2022-06-05,USW00023155,0.5631848
2020-08-07,USW00024257,0.5628093
2022-12-11,USW00093193,0.5624181
2020-06-13,USW00024257,0.5619598
2020-09-24,USW00023157,0.56188655
2020-06-10,USW00023185,0.56170034
2021-01-03,USW00023185,0.5614954
2023-04-25,USW00023155,0.56145215
2022-07-21,USW00023157,0.56125027
2021-08-13,USW00023185,0.56118786
2021-10-07,USW00023155,0.5610321
2021-04-05,USW00023185,0.56073
2023-11-03,USW00023185,0.5605274
2021-07-01,USW00024257,0.5604
2021-08-06,USW00024257,0.55967546
2021-09-02,USW00024257,0.5587538
2022-07-25,USW00023185,0.55871516
2023-07-21,USW00093193,0.558512
2022-05-27,USW00024257,0.5584184
2020-10-20,USW00023157,0.5574219
2023-04-13,USW00023155,0.5573831
2022-06-09,USW00093193,0.557133
2021-03-15,USW00023185,0.5570356
2021-05-17,USW00023155,0.55669147
2023-04-16,USW00024257,0.5565906
2020-10-28,USW00093193,0.55641866
2022-09-22,USW00023157,0.55596197
2021-05-26,USW00024257,0.5558156
2022-02-03,USW00093193,0.5556946
2023-10-23,USW00023185,0.5556357
2023-03-03,USW00023185,0.55555415
2021-12-05,USW00023185,0.5553647
2020-11-01,USW00023155,0.5545989
2022-09-14,USW00024257,0.5545825
2023-11-29,USW00093193,0.5545596
2022-08-30,USW00093193,0.55448395
2021-06-24,USW00023155,0.55432403
2021-10-08,USW00023157,0.5542599
2020-11-13,USW00023185,0.5542193
2023-02-06,USW00024257,0.55398244
2021-10-21,USW00023155,0.55370516
2021-01-22,USW00093193,0.55320895
2023-04-30,USW00023155,0.5531184
2023-04-17,USW00093193,0.55311346
2021-11-03,USW00023155,0.5529346
2022-07-08,USW00023155,0.55289435
2021-12-24,USW00023157,0.5527804
2023-08-04,USW00024257,0.5526733
2023-10-01,USW00024257,0.5522477
2023-11-12,USW00023155,0.55197585
2021-05-15,USW00023185,0.5516565
2022-04-23,USW00093193,0.55147374
2022-07-11,USW00093193,0.55092263
2020-04-16,USW00023155,0.55086786
2021-05-19,USW00023157,0.5508566
2023-10-28,USW00023155,0.55063254
2022-04-29,USW00024257,0.55014056
2022-05-06,USW00023155,0.5500535
2022-06-05,USW00023185,0.5490082
2023-01-08,USW00023155,0.5485691
2021-11-04,USW00023155,0.54854804
2023-06-20,USW00023155,0.54800195
2021-06-13,USW00023155,0.54783195
2021-05-12,USW00023185,0.5476967
2023-10-21,USW00024257,0.5474505
2022-02-01,USW00023155,0.547346
2023-11-20,USW00023155,0.54732573
2023-10-10,USW00093193,0.5472051
2021-09-27,USW00023155,0.54718274
2023-04-21,USW00023157,0.5457182
2023-04-18,USW00093193,0.54563075
2021-10-08,USW00023155,0.5454202
2022-09-19,USW00093193,0.5454092
2023-07-25,USW00093193,0.54377216
2023-02-05,USW00023155,0.5434177
2021-06-11,USW00024257,0.5431566
2023-05-17,USW00023185,0.54294103
2022-08-11,USW00024257,0.54269695
2022-05-05,USW00023155,0.5426217
2021-08-24,USW00023155,0.5424807
2023-04-15,USW00023185,0.54232526
2023-08-24,USW00024257,0.54194045
2022-10-11,USW00093193,0.54182535
2023-07-29,USW00023155,0.54175514
2022-09-16,USW00024257,0.5415485
2023-08-02,USW00023155,0.54147243
2023-03-16,USW00023185,0.54140854
2023-04-16,USW00023185,0.54047436
2023-03-20,USW00093193,0.54015243
2021-08-20,USW00093193,0.53979254
2022-06-19,USW00023185,0.5397044
2023-03-17,USW00023157,0.5395745
2021-03-11,USW00093193,0.5392466
2022-05-31,USW00093193,0.53917307
2023-04-25,USW00093193,0.53880936
2020-12-07,USW00023157,0.538794
2021-01-19,USW00023155,0.5376117
2023-05-08,USW00023185,0.53737825
2021-01-13,USW00023155,0.5369647
2023-04-07,USW00023155,0.53651434
2023-06-26,USW00024257,0.5356986
2023-06-01,USW00023185,0.5356112
2020-07-03,USW00023157,0.5355612
2021-08-26,USW00024257,0.53520304
2020-03-20,USW00093193,0.535033
2021-07-01,USW00023185,0.5350157
2021-01-28,USW00023157,0.5347761
2022-04-03,USW00023157,0.53337145
2020-02-20,USW00023185,0.53333056
2021-07-28,USW00023185,0.5327382
2023-05-02,USW00024257,0.5326896
2021-07-12,USW00093193,0.53261477
2021-10-27,USW00023185,0.5325747
2023-12-07,USW00023155,0.53249604
2021-05-30,USW00093193,0.5324417
2022-05-31,USW00023157,0.5321788
2020-01-12,USW00024257,0.5318275
2020-01-04,USW00093193,0.53172535
2023-09-28,USW00023155,0.5308216
2021-04-14,USW00093193,0.5294217
2022-10-01,USW00023185,0.52923506
2020-10-22,USW00023185,0.52879834
2023-12-30,USW00024257,0.528643
2021-06-24,USW00023185,0.52805626
2020-08-31,USW00023157,0.52796394
2020-04-18,USW00024257,0.52781284
2020-07-09,USW00093193,0.5274693
2023-03-16,USW00024257,0.5272573
2021-06-29,USW00023157,0.52657044
2020-06-11,USW00023185,0.5265703
2021-12-04,USW00023157,0.5258719
2023-05-10,USW00023185,0.5256775
2021-08-26,USW00093193,0.52512753
2021-04-15,USW00023155,0.524882
2020-10-11,USW00023185,0.5247666
2020-04-07,USW00024257,0.5243337
2021-11-26,USW00023155,0.5242115
2020-12-06,USW00023155,0.52315396
2020-12-05,USW00093193,0.52311593
2020-05-23,USW00023155,0.5227063
2020-10-12,USW00023155,0.5226482
2021-08-18,USW00093193,0.52231556
2022-06-20,USW00023185,0.5222497
2022-03-09,USW00023185,0.5219253
2020-06-15,USW00023185,0.5218818
2022-04-26,USW00093193,0.5217765
2021-02-11,USW00023185,0.52167255
2023-04-22,USW00023155,0.52151364
2023-04-15,USW00093193,0.5208862
2022-02-21,USW00024257,0.52079743
2022-04-10,USW00024257,0.5205732
2021-10-06,USW00023157,0.5200201
2022-06-17,USW00023155,0.51995295
2022-10-09,USW00023185,0.5198023
2023-05-11,USW00023185,0.51969635
2022-03-04,USW00023157,0.51965415
2021-01-01,USW00023155,0.5191335
2020-09-26,USW00024257,0.5188401
2020-09-02,USW00023155,0.51879185
2023-04-07,USW00024257,0.5184837
2021-10-18,USW00093193,0.51775646
2020-07-07,USW00093193,0.5177134
2023-01-03,USW00023155,0.51768863
2021-06-12,USW00023185,0.517523
2023-09-24,USW00093193,0.5174821
2020-01-14,USW00093193,0.5174289
2023-05-07,USW00024257,0.51709324
2023-06-09,USW00093193,0.5170894
2023-04-09,USW00023155,0.516726
2021-06-11,USW00023185,0.5165105
2021-04-26,USW00023157,0.51638466
2022-09-14,USW00093193,0.51563936
2023-04-23,USW00024257,0.515546
2020-03-08,USW00023185,0.51514304
2023-03-29,USW00023185,0.5147947
2020-05-11,USW00023185,0.51437396
2022-04-27,USW00023155,0.5137858
2020-03-18,USW00093193,0.51354533
2023-05-17,USW00023157,0.5129563
2023-10-24,USW00093193,0.5126344
2021-04-30,USW00023155,0.5125061
2023-07-12,USW00023185,0.5124886
2021-10-04,USW00023185,0.512415
2021-07-10,USW00024257,0.5124016
2022-04-29,USW00093193,0.5122689
2021-05-27,USW00023155,0.5121491
2021-06-27,USW00023185,0.5121274
2020-12-04,USW00023155,0.51188964
2020-02-05,USW00024257,0.51158595
2021-09-17,USW00023155,0.51145416
2022-06-07,USW00024257,0.5111088
2021-08-07,USW00024257,0.5109612
2020-08-19,USW00023185,0.5107922
2022-06-04,USW00023155,0.5107869
2023-03-18,USW00023155,0.50989926
2021-10-12,USW00093193,0.5098105
2020-03-22,USW00023155,0.5097662
2020-02-10,USW00093193,0.5096511
2023-05-09,USW00023155,0.5092017
2023-04-16,USW00023157,0.50894517
2020-08-02,USW00023155,0.5085815
2022-07-01,USW00093193,0.5084985
2022-11-01,USW00023155,0.50818354
2022-09-20,USW00093193,0.50784284
2023-02-18,USW00023155,0.5077485
2022-12-23,USW00024213,0.5074807
2022-04-03,USW00023185,0.50715494
2022-08-09,USW00023157,0.5068639
2023-05-09,USW00093193,0.50598484
2023-05-25,USW00023155,0.5059742
2022-07-10,USW00093193,0.5052265
2021-08-21,USW00024257,0.50515014
2022-04-24,USW00023157,0.5050571
2022-10-10,USW00023157,0.5041168
2021-10-18,USW00023155,0.5035507
2021-05-22,USW00093193,0.50343686
2021-07-28,USW00023155,0.50308293
2020-05-08,USW00023155,0.502794
2021-10-06,USW00023185,0.5026676
2022-04-01,USW00023185,0.50251824
2020-01-30,USW00023185,0.5022701
2023-10-29,USW00024257,0.5021056
2023-06-20,USW00093193,0.50192624
2021-05-23,USW00024257,0.50166154
2021-10-23,USW00023157,0.5016483
2020-05-31,USW00023185,0.50096595
2021-04-06,USW00093193,0.50061953
2023-10-12,USW00023185,0.500615
2020-05-16,USW00093193,0.5003434
2021-12-01,USW00023185,0.49839845
2021-10-31,USW00023185,0.498169
2023-05-22,USW00023157,0.49755552
2021-07-13,USW00023155,0.49731413
2021-04-04,USW00093193,0.49669862
2022-04-17,USW00023155,0.49615958
2021-09-26,USW00023185,0.49601096
2020-08-06,USW00024257,0.49574745
2022-07-02,USW00023155,0.49551985
2021-02-20,USW00024257,0.4955154
2021-10-07,USW00023185,0.4954666
2021-11-04,USW00093193,0.49543628
2020-03-10,USW00093193,0.4953464
2020-04-08,USW00023157,0.49481156
2022-12-30,USW00023155,0.49444088
2022-03-04,USW00023155,0.4942631
2022-08-28,USW00023157,0.49396014
2023-05-07,USW00023155,0.49384737
2022-07-06,USW00023155,0.49376562
2021-03-27,USW00023155,0.492931
2021-05-17,USW00023157,0.49286687
2020-05-10,USW00093193,0.4926234
2022-11-29,USW00093193,0.49239358
2022-09-22,USW00093193,0.49231058
2023-09-29,USW00023185,0.49167588
2022-09-14,USW00023157,0.49154997
2022-10-23,USW00093193,0.49141747
2023-09-20,USW00093193,0.49092937
2020-11-04,USW00023185,0.49082106
2022-03-07,USW00023155,0.49076954
2020-07-01,USW00023185,0.49039486
2022-01-14,USW00024257,0.4903868
2022-07-29,USW00023155,0.4900991
2020-03-17,USW00023155,0.4899391
2021-11-17,USW00023157,0.48948488
2022-01-22,USW00024257,0.48940957
2020-04-29,USW00024257,0.48938882
2020-09-15,USW00023185,0.489279
2023-05-17,USW00024257,0.48917866
2020-06-18,USW00093193,0.488894
2023-11-09,USW00023155,0.48877114
2023-10-05,USW00023157,0.48866823
2022-12-14,USW00023157,0.48862037
2022-04-06,USW00023157,0.4872094
2020-10-09,USW00023155,0.4871946
2020-10-07,USW00024257,0.48699865
2020-02-04,USW00023155,0.48690525
2022-10-07,USW00093193,0.48648122
2020-09-24,USW00093193,0.48644823
2022-05-24,USW00023185,0.48607537
2020-03-16,USW00024257,0.4854055
2021-07-25,USW00024257,0.4853417
2023-11-22,USW00023185,0.48469788
2023-06-07,USW00023185,0.4846533
2022-09-18,USW00093193,0.48450795
2023-08-09,USW00024257,0.48445585
2023-10-27,USW00093193,0.48427737
2021-01-01,USW00023185,0.48297817
2021-07-26,USW00024257,0.48297393
2021-04-27,USW00023155,0.48275492
2022-10-15,USW00093193,0.48245284
2020-05-21,USW00023155,0.48240986
2020-01-14,USW00023155,0.48222828
2020-05-16,USW00023185,0.4821514
2022-05-30,USW00023185,0.4818952
2023-11-30,USW00093193,0.4818126
2022-04-22,USW00023185,0.48177946
2022-11-28,USW00023155,0.4811967
2022-08-19,USW00023155,0.4811825
2022-02-15,USW00023185,0.481039
2021-09-28,USW00024257,0.48097566
2023-04-28,USW00023185,0.480027
2021-07-22,USW00023185,0.4798951
2021-09-01,USW00024257,0.4798226
2023-05-08,USW00023155,0.47976536
2023-05-19,USW00023185,0.4791784
2023-08-30,USW00023185,0.47917137
2020-10-11,USW00024257,0.4791033
2022-03-28,USW00023157,0.47900787
2022-06-14,USW00023155,0.47898445
2021-09-04,USW00093193,0.4788531
2022-11-12,USW00093193,0.47884622
2022-10-10,USW00023185,0.47811228
2023-10-30,USW00023155,0.478098
